ISO.Asia,>,DHS.AsiaOther,deduced
ISO.Asia,>,DHS.China,deduced
ISO.Asia,>,DHS.ChinaOther,deduced
ISO.Asia,>,DHS.HongKong,deduced
ISO.Asia,>,DHS.Macau,deduced
ISO.Asia,>,DHS.Taiwan,deduced
ISO.Asia,>,DHS.Vietnam,deduced
ISO.AsiaOther,<,DHS.Asia,deduced
ISO.AsiaOther,!,DHS.China,deduced
ISO.AsiaOther,!,DHS.ChinaOther,deduced
ISO.AsiaOther,!,DHS.HongKong,deduced
ISO.AsiaOther,!,DHS.Macau,deduced
ISO.AsiaOther,!,DHS.Taiwan,deduced
ISO.AsiaOther,!,DHS.Vietnam,deduced
ISO.China,<,DHS.Asia,deduced
ISO.China,!,DHS.AsiaOther,deduced
ISO.China,>,DHS.ChinaOther,deduced
ISO.China,>,DHS.HongKong,deduced
ISO.China,>,DHS.Macau,deduced
ISO.China,!,DHS.Vietnam,deduced
ISO.ChinaOther,<,DHS.Asia,deduced
ISO.ChinaOther,!,DHS.AsiaOther,deduced
ISO.ChinaOther,!,DHS.China,deduced
ISO.ChinaOther,!,DHS.HongKong,deduced
ISO.ChinaOther,!,DHS.Macau,deduced
ISO.ChinaOther,!,DHS.Taiwan,deduced
ISO.ChinaOther,!,DHS.Vietnam,deduced
ISO.HongKong,<,DHS.Asia,deduced
ISO.HongKong,!,DHS.AsiaOther,deduced
ISO.HongKong,!,DHS.China,deduced
ISO.HongKong,!,DHS.ChinaOther,deduced
ISO.HongKong,!,DHS.Macau,deduced
ISO.HongKong,!,DHS.Taiwan,deduced
ISO.HongKong,!,DHS.Vietnam,deduced
ISO.Macao,<,DHS.Asia,deduced
ISO.Macao,!,DHS.AsiaOther,deduced
ISO.Macao,!,DHS.China,deduced
ISO.Macao,!,DHS.ChinaOther,deduced
ISO.Macao,!,DHS.HongKong,deduced
ISO.Macao,!,DHS.Taiwan,deduced
ISO.Macao,!,DHS.Vietnam,deduced
ISO.Taiwan,<,DHS.Asia,deduced
ISO.Taiwan,!,DHS.ChinaOther,deduced
ISO.Taiwan,!,DHS.HongKong,deduced
ISO.Taiwan,!,DHS.Macau,deduced
ISO.VietNam,<,DHS.Asia,deduced
ISO.VietNam,!,DHS.AsiaOther,deduced
ISO.VietNam,!,DHS.China,deduced
ISO.VietNam,!,DHS.ChinaOther,deduced
ISO.VietNam,!,DHS.HongKong,deduced
ISO.VietNam,!,DHS.Macau,deduced
ISO.VietNam,!,DHS.Taiwan,deduced
ISO.China,>,DHS.China,inferred
ISO.China,>,DHS.Taiwan,inferred
ISO.Taiwan,!,DHS.AsiaOther,inferred
ISO.Taiwan,>,DHS.China,inferred
ISO.Taiwan,>,DHS.Taiwan,inferred
ISO.Taiwan,!,DHS.Vietnam,inferred
ISO.Asia,=,DHS.Asia,input
ISO.AsiaOther,=,DHS.AsiaOther,input
ISO.ChinaOther,=,DHS.ChinaOther,input
ISO.HongKong,=,DHS.HongKong,input
ISO.Macao,=,DHS.Macau,input
ISO.VietNam,=,DHS.Vietnam,input
