ISO.Asia,>,CIA.AsiaOther,deduced
ISO.Asia,>,CIA.China,deduced
ISO.Asia,>,CIA.ChinaOther,deduced
ISO.Asia,>,CIA.Taiwan,deduced
ISO.AsiaOther,<,CIA.Asia,deduced
ISO.AsiaOther,!,CIA.China,deduced
ISO.AsiaOther,!,CIA.ChinaOther,deduced
ISO.AsiaOther,!,CIA.Taiwan,deduced
ISO.China,<,CIA.Asia,deduced
ISO.China,!,CIA.AsiaOther,deduced
ISO.China,>,CIA.ChinaOther,deduced
ISO.ChinaOther,<,CIA.Asia,deduced
ISO.ChinaOther,!,CIA.AsiaOther,deduced
ISO.ChinaOther,!,CIA.Taiwan,deduced
ISO.Taiwan,<,CIA.Asia,deduced
ISO.Taiwan,!,CIA.ChinaOther,deduced
ISO.China,>,CIA.China,inferred
ISO.China,>,CIA.Taiwan,inferred
ISO.ChinaOther,=,CIA.China,inferred
ISO.Taiwan,!,CIA.AsiaOther,inferred
ISO.Taiwan,!,CIA.China,inferred
ISO.Taiwan,=,CIA.Taiwan,inferred
ISO.Asia,=,CIA.Asia,input
ISO.AsiaOther,=,CIA.AsiaOther,input
ISO.ChinaOther,=,CIA.ChinaOther,input
